train_number,date, total_available
40007,11/6/2023,109
40009,11/6/2023,266
40011,11/6/2023,447
40013,11/6/2023,81
40015,11/6/2023,341
40017,11/6/2023,329
40019,11/6/2023,172
40021,11/6/2023,123
40023,11/6/2023,226
40025,11/6/2023,245
40027,11/6/2023,132
40029,11/6/2023,260
40031,11/6/2023,134
40033,11/6/2023,424
40035,11/6/2023,312
40037,11/6/2023,110
40039,11/6/2023,67
40041,11/6/2023,428
40043,11/6/2023,47
40045,11/6/2023,336
40047,11/6/2023,97
40049,11/6/2023,252
40051,11/6/2023,327
40053,11/6/2023,388
40055,11/6/2023,287
40057,11/6/2023,271
40059,11/6/2023,131
40107,11/6/2023,109
40501,11/6/2023,363
40503,11/6/2023,255
40505,11/6/2023,131
40507,11/6/2023,56
40509,11/6/2023,287
40511,11/6/2023,31
40513,11/6/2023,59
40514,11/6/2023,209
40515,11/6/2023,230
40516,11/6/2023,18
40517,11/6/2023,153
40518,11/6/2023,202
40519,11/6/2023,270
40520,11/6/2023,226
40521,11/6/2023,450
40522,11/6/2023,173
40523,11/6/2023,55
40524,11/6/2023,296
40526,11/6/2023,382
40555,11/6/2023,129
40601,11/6/2023,196
40701,11/6/2023,69
40704,11/6/2023,304
40705,11/6/2023,300
40706,11/6/2023,389
40707,11/6/2023,91
40711,11/6/2023,137
41001,11/6/2023,403
41003,11/6/2023,125
41005,11/6/2023,150
41007,11/6/2023,129
41009,11/6/2023,446
41011,11/6/2023,91
41013,11/6/2023,150
41015,11/6/2023,237
41017,11/6/2023,54
41019,11/6/2023,191
41021,11/6/2023,227
41023,11/6/2023,294
41025,11/6/2023,158
41027,11/6/2023,210
41029,11/6/2023,154
41031,11/6/2023,245
41033,11/6/2023,240
41035,11/6/2023,23
41037,11/6/2023,293
41039,11/6/2023,279
41041,11/6/2023,207
41043,11/6/2023,194
41045,11/6/2023,375
41047,11/6/2023,167
41049,11/6/2023,441
41051,11/6/2023,222
41053,11/6/2023,33
41055,11/6/2023,419
41057,11/6/2023,268
41059,11/6/2023,244
41063,11/6/2023,261
41064,11/6/2023,394
41065,11/6/2023,263
41066,11/6/2023,382
41067,11/6/2023,334
41069,11/6/2023,235
41071,11/6/2023,144
41073,11/6/2023,104
41075,11/6/2023,272
41077,11/6/2023,171
41079,11/6/2023,16
41081,11/6/2023,122
41083,11/6/2023,240
41085,11/6/2023,274
41087,11/6/2023,19
41089,11/6/2023,265
41091,11/6/2023,359
41093,11/6/2023,91
41095,11/6/2023,29
41097,11/6/2023,98
41099,11/6/2023,16
41101,11/6/2023,318
41103,11/6/2023,35
41105,11/6/2023,126
41107,11/6/2023,1
41109,11/6/2023,125
41111,11/6/2023,87
41112,11/6/2023,57
41113,11/6/2023,351
41115,11/6/2023,300
41117,11/6/2023,64
41119,11/6/2023,447
41121,11/6/2023,240
41123,11/6/2023,465
41125,11/6/2023,123
41127,11/6/2023,131
41129,11/6/2023,68
41131,11/6/2023,134
41133,11/6/2023,18
41501,11/6/2023,12
41503,11/6/2023,378
41505,11/6/2023,290
41507,11/6/2023,352
42402,11/6/2023,314
42404,11/6/2023,73
42406,11/6/2023,129
42408,11/6/2023,157
42412,11/6/2023,422
42414,11/6/2023,18
42416,11/6/2023,353
42420,11/6/2023,31
42422,11/6/2023,176
42452,11/6/2023,176
42802,11/6/2023,53
43001,11/6/2023,193
43205,11/6/2023,105
43216,11/6/2023,467
43222,11/6/2023,89
43401,11/6/2023,442
43408,11/6/2023,87
43501,11/6/2023,449
43506,11/6/2023,213
43551,11/6/2023,160
43552,11/6/2023,407
43553,11/6/2023,170
43554,11/6/2023,121
43801,11/6/2023,168
43803,11/6/2023,433
43806,11/6/2023,315
43823,11/6/2023,242
43851,11/6/2023,299
43891,11/6/2023,160
43892,11/6/2023,139
43921,11/6/2023,359
47100,11/6/2023,163
47101,11/6/2023,6
47102,11/6/2023,28
47103,11/6/2023,88
47104,11/6/2023,389
47105,11/6/2023,47
47106,11/6/2023,286
47107,11/6/2023,380
47108,11/6/2023,57
47109,11/6/2023,283
47110,11/6/2023,80
47111,11/6/2023,401
47112,11/6/2023,35
47113,11/6/2023,326
47114,11/6/2023,280
47115,11/6/2023,124
47116,11/6/2023,315
47117,11/6/2023,35
47118,11/6/2023,81
47119,11/6/2023,264
47120,11/6/2023,54
47121,11/6/2023,50
47122,11/6/2023,14
47123,11/6/2023,230
47124,11/6/2023,76
47125,11/6/2023,177
47126,11/6/2023,303
47127,11/6/2023,132
47128,11/6/2023,177
47129,11/6/2023,333
47130,11/6/2023,153
47131,11/6/2023,103
47132,11/6/2023,118
47133,11/6/2023,203
47134,11/6/2023,100
47135,11/6/2023,195
47136,11/6/2023,69
47137,11/6/2023,191
47138,11/6/2023,129
47139,11/6/2023,248
47140,11/6/2023,22
47141,11/6/2023,11
47142,11/6/2023,197
47143,11/6/2023,275
47144,11/6/2023,172
47145,11/6/2023,319
47146,11/6/2023,169
47147,11/6/2023,54
47148,11/6/2023,92
47149,11/6/2023,153
47150,11/6/2023,307
47151,11/6/2023,341
47152,11/6/2023,271
47153,11/6/2023,255
47154,11/6/2023,53
47155,11/6/2023,298
47156,11/6/2023,155
47157,11/6/2023,335
47158,11/6/2023,405
47159,11/6/2023,368
47160,11/6/2023,414
47161,11/6/2023,18
47162,11/6/2023,74
47163,11/6/2023,351
47164,11/6/2023,291
47165,11/6/2023,71
47166,11/6/2023,252
47167,11/6/2023,341
47168,11/6/2023,208
47169,11/6/2023,360
47170,11/6/2023,349
47171,11/6/2023,245
47172,11/6/2023,35
47173,11/6/2023,103
47174,11/6/2023,138
47175,11/6/2023,203
47176,11/6/2023,114
47177,11/6/2023,67
47178,11/6/2023,71
47179,11/6/2023,224
47180,11/6/2023,382
47181,11/6/2023,45
47182,11/6/2023,2
47183,11/6/2023,99
47184,11/6/2023,23
47185,11/6/2023,170
47186,11/6/2023,205
47187,11/6/2023,130
47188,11/6/2023,48
47189,11/6/2023,37
47190,11/6/2023,298
47191,11/6/2023,221
47192,11/6/2023,243
47193,11/6/2023,55
47194,11/6/2023,214
47195,11/6/2023,101
47196,11/6/2023,130
47197,11/6/2023,36
47198,11/6/2023,336
47199,11/6/2023,49
47200,11/6/2023,139
47201,11/6/2023,363
47202,11/6/2023,372
47203,11/6/2023,68
47204,11/6/2023,245
47205,11/6/2023,39
47206,11/6/2023,114
47207,11/6/2023,189
47208,11/6/2023,284
47209,11/6/2023,49
47210,11/6/2023,69
47211,11/6/2023,128
47212,11/6/2023,108
47213,11/6/2023,112
47214,11/6/2023,41
47215,11/6/2023,73
47216,11/6/2023,251
47217,11/6/2023,89
47218,11/6/2023,81
47219,11/6/2023,10
47220,11/6/2023,230
50103,11/6/2023,313
50104,11/6/2023,39
50105,11/6/2023,188
50106,11/6/2023,139
50107,11/6/2023,27
50108,11/6/2023,178
51027,11/6/2023,420
51028,11/6/2023,170
51029,11/6/2023,233
51030,11/6/2023,55
51033,11/6/2023,61
51034,11/6/2023,38
51097,11/6/2023,368
51098,11/6/2023,63
51111,11/6/2023,164
51112,11/6/2023,48
51113,11/6/2023,122
51114,11/6/2023,237
51115,11/6/2023,377
51116,11/6/2023,251
51117,11/6/2023,110
51118,11/6/2023,181
51135,11/6/2023,137
51136,11/6/2023,162
51137,11/6/2023,313
51138,11/6/2023,229
51139,11/6/2023,194
51140,11/6/2023,8
51141,11/6/2023,122
51142,11/6/2023,362
51145,11/6/2023,33
51146,11/6/2023,289
51147,11/6/2023,47
51148,11/6/2023,189
51149,11/6/2023,52
51150,11/6/2023,197
51153,11/6/2023,150
51154,11/6/2023,279
51157,11/6/2023,59
51158,11/6/2023,211
51181,11/6/2023,8
51182,11/6/2023,107
51183,11/6/2023,372
51187,11/6/2023,333
51188,11/6/2023,34
51189,11/6/2023,180
51190,11/6/2023,121
51195,11/6/2023,354
51196,11/6/2023,279
51197,11/6/2023,186
51198,11/6/2023,390
51239,11/6/2023,126
51240,11/6/2023,169
51253,11/6/2023,140
51254,11/6/2023,44
51255,11/6/2023,259
51256,11/6/2023,229
51259,11/6/2023,360
51260,11/6/2023,220
51261,11/6/2023,299
51262,11/6/2023,418
51284,11/6/2023,388
51285,11/6/2023,8
51286,11/6/2023,52
51293,11/6/2023,249
51294,11/6/2023,276
51323,11/6/2023,123
51324,11/6/2023,114
51325,11/6/2023,87
51326,11/6/2023,267
51327,11/6/2023,284
51347,11/6/2023,240
51348,11/6/2023,45
51350,11/6/2023,190
51353,11/6/2023,105
51401,11/6/2023,404
51402,11/6/2023,36
51405,11/6/2023,180
51406,11/6/2023,193
51407,11/6/2023,189
51408,11/6/2023,285
51409,11/6/2023,127
51410,11/6/2023,4
51411,11/6/2023,240
51412,11/6/2023,175
51417,11/6/2023,366
51418,11/6/2023,204
51419,11/6/2023,115
51420,11/6/2023,335
51421,11/6/2023,42
51422,11/6/2023,205
51423,11/6/2023,25
51424,11/6/2023,78
51425,11/6/2023,220
51426,11/6/2023,101
51427,11/6/2023,145
51428,11/6/2023,139
51429,11/6/2023,401
51430,11/6/2023,276
51431,11/6/2023,209
51432,11/6/2023,155
51433,11/6/2023,137
51434,11/6/2023,22
51435,11/6/2023,263
51436,11/6/2023,38
51441,11/6/2023,3
51442,11/6/2023,181
51445,11/6/2023,383
51446,11/6/2023,197
51449,11/6/2023,213
51450,11/6/2023,3
51451,11/6/2023,379
51452,11/6/2023,113
51455,11/6/2023,110
51456,11/6/2023,324
51458,11/6/2023,205
51461,11/6/2023,156
51462,11/6/2023,390
51463,11/6/2023,168
51464,11/6/2023,100
51601,11/6/2023,47
51602,11/6/2023,73
51603,11/6/2023,103
51605,11/6/2023,18
51606,11/6/2023,329
51607,11/6/2023,94
51608,11/6/2023,289
51609,11/6/2023,73
51610,11/6/2023,238
51611,11/6/2023,261
51612,11/6/2023,281
51613,11/6/2023,347
51614,11/6/2023,322
51631,11/6/2023,154
51632,11/6/2023,419
51671,11/6/2023,117
51672,11/6/2023,238
51673,11/6/2023,25
51674,11/6/2023,268
51675,11/6/2023,213
51676,11/6/2023,436
51677,11/6/2023,201
51678,11/6/2023,223
51683,11/6/2023,204
51684,11/6/2023,92
51685,11/6/2023,389
51686,11/6/2023,296
51687,11/6/2023,416
51688,11/6/2023,405
51689,11/6/2023,237
51690,11/6/2023,246
51701,11/6/2023,28
51702,11/6/2023,192
51751,11/6/2023,63
51752,11/6/2023,59
51753,11/6/2023,326
51754,11/6/2023,52
51755,11/6/2023,200
51756,11/6/2023,111
51763,11/6/2023,53
51764,11/6/2023,32
51765,11/6/2023,81
51766,11/6/2023,115
51767,11/6/2023,251
51768,11/6/2023,396
51777,11/6/2023,399
51778,11/6/2023,25
51779,11/6/2023,186
51780,11/6/2023,186
51801,11/6/2023,410
51802,11/6/2023,390
51803,11/6/2023,359
51804,11/6/2023,19
51805,11/6/2023,92
51806,11/6/2023,19
51807,11/6/2023,4
51808,11/6/2023,255
51809,11/6/2023,43
51810,11/6/2023,412
51811,11/6/2023,77
51812,11/6/2023,135
51813,11/6/2023,163
51814,11/6/2023,44
51815,11/6/2023,269
51816,11/6/2023,1
51817,11/6/2023,118
51818,11/6/2023,217
51819,11/6/2023,311
51820,11/6/2023,63
51821,11/6/2023,239
51822,11/6/2023,172
51823,11/6/2023,365
51824,11/6/2023,91
51825,11/6/2023,335
51826,11/6/2023,361
51827,11/6/2023,278
51828,11/6/2023,170
51829,11/6/2023,222
51830,11/6/2023,231
51831,11/6/2023,364
51832,11/6/2023,172
51861,11/6/2023,214
51862,11/6/2023,102
51863,11/6/2023,135
51864,11/6/2023,134
51865,11/6/2023,150
51866,11/6/2023,110
51867,11/6/2023,338
51868,11/6/2023,320
51869,11/6/2023,89
51870,11/6/2023,157
51881,11/6/2023,311
51882,11/6/2023,99
51883,11/6/2023,200
51884,11/6/2023,74
51885,11/6/2023,274
51886,11/6/2023,321
51901,11/6/2023,307
51902,11/6/2023,74
51903,11/6/2023,231
51904,11/6/2023,312
51905,11/6/2023,86
51906,11/6/2023,23
51907,11/6/2023,335
51908,11/6/2023,32
51909,11/6/2023,171
51910,11/6/2023,235
51911,11/6/2023,214
51912,11/6/2023,138
51913,11/6/2023,92
51914,11/6/2023,114
51915,11/6/2023,15
51916,11/6/2023,313
51971,11/6/2023,255
51972,11/6/2023,159
51973,11/6/2023,259
51974,11/6/2023,211
51975,11/6/2023,271
51976,11/6/2023,272
52002,11/6/2023,275
52003,11/6/2023,158
52004,11/6/2023,153
52011,11/6/2023,260
52012,11/6/2023,418
52013,11/6/2023,63
52014,11/6/2023,297
52015,11/6/2023,202
52019,11/6/2023,47
52020,11/6/2023,180
52021,11/6/2023,304
52022,11/6/2023,219
52023,11/6/2023,309
52024,11/6/2023,246
52025,11/6/2023,115
52026,11/6/2023,131
52027,11/6/2023,400
52028,11/6/2023,51
52033,11/6/2023,26
52034,11/6/2023,41
52035,11/6/2023,72
52036,11/6/2023,20
52037,11/6/2023,3
52038,11/6/2023,248
52041,11/6/2023,3
52042,11/6/2023,56
52045,11/6/2023,123
52046,11/6/2023,328
52047,11/6/2023,186
52048,11/6/2023,190
52071,11/6/2023,157
52072,11/6/2023,308
52073,11/6/2023,128
52074,11/6/2023,12
52075,11/6/2023,205
52076,11/6/2023,255
52081,11/6/2023,194
52082,11/6/2023,160
52083,11/6/2023,323
52084,11/6/2023,13
52085,11/6/2023,295
52086,11/6/2023,141
52087,11/6/2023,134
52088,11/6/2023,282
52101,11/6/2023,194
52102,11/6/2023,396
52103,11/6/2023,176
52104,11/6/2023,342
52105,11/6/2023,280
52106,11/6/2023,38
52107,11/6/2023,62
52108,11/6/2023,14
52109,11/6/2023,102
52110,11/6/2023,14
52121,11/6/2023,79
52122,11/6/2023,76
52123,11/6/2023,456
52124,11/6/2023,131
52131,11/6/2023,157
52132,11/6/2023,272
52137,11/6/2023,259
52138,11/6/2023,222
52143,11/6/2023,319
52144,11/6/2023,145
52171,11/6/2023,93
52172,11/6/2023,300
52173,11/6/2023,430
52174,11/6/2023,260
52175,11/6/2023,266
52176,11/6/2023,133
52177,11/6/2023,114
52178,11/6/2023,258
52179,11/6/2023,118
52180,11/6/2023,414
52181,11/6/2023,43
52182,11/6/2023,393
52183,11/6/2023,303
52184,11/6/2023,373
52201,11/6/2023,166
52202,11/6/2023,377
52203,11/6/2023,118
52204,11/6/2023,356
52205,11/6/2023,103
52206,11/6/2023,251
52207,11/6/2023,403
52208,11/6/2023,61
52209,11/6/2023,116
52210,11/6/2023,130
52211,11/6/2023,383
52212,11/6/2023,242
52213,11/6/2023,149
52214,11/6/2023,22
52215,11/6/2023,338
52216,11/6/2023,294
52217,11/6/2023,338
52218,11/6/2023,112
52219,11/6/2023,179
52220,11/6/2023,182
52221,11/6/2023,155
52222,11/6/2023,106
52223,11/6/2023,317
52224,11/6/2023,189
52225,11/6/2023,328
52226,11/6/2023,59
52227,11/6/2023,272
52228,11/6/2023,383
52229,11/6/2023,212
52230,11/6/2023,107
52231,11/6/2023,296
52232,11/6/2023,114
52233,11/6/2023,355
52234,11/6/2023,321
52235,11/6/2023,187
52236,11/6/2023,121
52237,11/6/2023,199
52238,11/6/2023,313
52239,11/6/2023,15
52240,11/6/2023,164
52241,11/6/2023,283
52242,11/6/2023,47
52243,11/6/2023,289
52244,11/6/2023,355
52245,11/6/2023,285
52246,11/6/2023,289
52247,11/6/2023,360
52248,11/6/2023,309
52249,11/6/2023,38
52250,11/6/2023,5
52251,11/6/2023,343
52252,11/6/2023,330
52253,11/6/2023,78
52254,11/6/2023,79
52255,11/6/2023,202
52257,11/6/2023,330
52258,11/6/2023,128
52259,11/6/2023,142
52260,11/6/2023,328
52261,11/6/2023,143
52262,11/6/2023,404
52263,11/6/2023,226
52264,11/6/2023,185
52265,11/6/2023,327
52266,11/6/2023,355
52267,11/6/2023,208
52268,11/6/2023,275
52269,11/6/2023,408
52270,11/6/2023,12
52271,11/6/2023,115
52272,11/6/2023,57
52273,11/6/2023,191
52274,11/6/2023,43
52275,11/6/2023,170
52276,11/6/2023,386
52277,11/6/2023,33
52278,11/6/2023,23
52279,11/6/2023,215
52280,11/6/2023,155
52282,11/6/2023,314
52283,11/6/2023,230
52285,11/6/2023,10
52286,11/6/2023,320
52287,11/6/2023,171
52288,11/6/2023,76
52295,11/6/2023,53
52296,11/6/2023,123
52297,11/6/2023,135
52298,11/6/2023,425
52301,11/6/2023,113
52302,11/6/2023,3
52321,11/6/2023,286
52322,11/6/2023,59
52323,11/6/2023,105
52324,11/6/2023,367
52325,11/6/2023,294
52326,11/6/2023,365
52327,11/6/2023,96
52328,11/6/2023,272
52329,11/6/2023,133
52330,11/6/2023,204
52331,11/6/2023,125
52332,11/6/2023,13
52401,11/6/2023,153
52402,11/6/2023,262
52403,11/6/2023,307
52404,11/6/2023,429
52405,11/6/2023,309
52406,11/6/2023,311
52407,11/6/2023,176
52408,11/6/2023,308
52411,11/6/2023,167
52412,11/6/2023,43
52413,11/6/2023,110
52414,11/6/2023,412
52415,11/6/2023,9
52451,11/6/2023,161
52452,11/6/2023,220
52453,11/6/2023,260
52454,11/6/2023,302
52455,11/6/2023,272
52456,11/6/2023,42
52457,11/6/2023,215
52458,11/6/2023,145
52461,11/6/2023,285
52462,11/6/2023,8
52463,11/6/2023,276
52464,11/6/2023,312
52465,11/6/2023,209
52466,11/6/2023,154
52467,11/6/2023,6
52468,11/6/2023,56
52469,11/6/2023,216
52470,11/6/2023,295
52471,11/6/2023,105
52472,11/6/2023,186
52473,11/6/2023,211
52474,11/6/2023,16
52501,11/6/2023,183
52502,11/6/2023,321
52503,11/6/2023,154
52504,11/6/2023,294
52505,11/6/2023,50
52506,11/6/2023,25
52507,11/6/2023,111
52508,11/6/2023,256
52509,11/6/2023,257
52510,11/6/2023,349
52511,11/6/2023,34
52512,11/6/2023,213
52515,11/6/2023,167
52516,11/6/2023,105
52517,11/6/2023,164
52518,11/6/2023,405
52519,11/6/2023,140
52520,11/6/2023,252
52521,11/6/2023,414
52522,11/6/2023,114
52523,11/6/2023,274
52524,11/6/2023,108
52525,11/6/2023,311
52526,11/6/2023,288
52527,11/6/2023,171
52528,11/6/2023,336
52529,11/6/2023,214
52530,11/6/2023,307
52531,11/6/2023,74
52532,11/6/2023,188
52533,11/6/2023,97
52534,11/6/2023,181
52535,11/6/2023,287
52536,11/6/2023,9
52537,11/6/2023,192
52538,11/6/2023,295
52540,11/6/2023,333
52541,11/6/2023,45
52544,11/6/2023,264
52545,11/6/2023,273
52547,11/6/2023,158
52548,11/6/2023,44
52549,11/6/2023,425
52550,11/6/2023,15
52551,11/6/2023,32
52552,11/6/2023,385
52553,11/6/2023,276
52554,11/6/2023,211
52555,11/6/2023,124
52556,11/6/2023,427
52557,11/6/2023,233
52558,11/6/2023,271
52563,11/6/2023,269
52564,11/6/2023,238
52565,11/6/2023,440
52566,11/6/2023,81
52567,11/6/2023,355
52568,11/6/2023,165
52569,11/6/2023,256
52570,11/6/2023,145
52571,11/6/2023,294
52572,11/6/2023,422
52575,11/6/2023,151
52576,11/6/2023,254
52577,11/6/2023,339
52578,11/6/2023,15
52579,11/6/2023,380
52580,11/6/2023,259
52901,11/6/2023,101
52902,11/6/2023,45
52903,11/6/2023,277
52904,11/6/2023,286
52905,11/6/2023,267
52906,11/6/2023,4
52907,11/6/2023,435
52908,11/6/2023,247
52909,11/6/2023,161
52910,11/6/2023,171
52911,11/6/2023,65
52912,11/6/2023,304
52913,11/6/2023,121
52914,11/6/2023,270
52915,11/6/2023,218
52916,11/6/2023,207
52917,11/6/2023,49
52918,11/6/2023,192
52919,11/6/2023,46
52920,11/6/2023,195
52921,11/6/2023,349
52922,11/6/2023,92
52923,11/6/2023,150
52924,11/6/2023,17
52925,11/6/2023,20
52926,11/6/2023,335
52927,11/6/2023,44
52928,11/6/2023,61
52929,11/6/2023,84
52930,11/6/2023,128
52931,11/6/2023,28
52932,11/6/2023,61
52933,11/6/2023,132
52935,11/6/2023,42
52936,11/6/2023,418
52937,11/6/2023,414
52938,11/6/2023,195
52939,11/6/2023,31
52941,11/6/2023,351
52942,11/6/2023,178
52943,11/6/2023,152
52944,11/6/2023,148
52945,11/6/2023,148
52946,11/6/2023,11
52947,11/6/2023,209
52948,11/6/2023,157
52949,11/6/2023,123
52950,11/6/2023,54
52951,11/6/2023,93
52952,11/6/2023,392
52953,11/6/2023,103
52954,11/6/2023,316
52955,11/6/2023,8
52956,11/6/2023,188
52957,11/6/2023,60
52958,11/6/2023,63
52959,11/6/2023,360
52960,11/6/2023,269
52961,11/6/2023,43
52962,11/6/2023,221
52963,11/6/2023,192
52964,11/6/2023,61
52965,11/6/2023,244
52966,11/6/2023,306
52967,11/6/2023,350
52968,11/6/2023,151
52969,11/6/2023,296
52970,11/6/2023,200
52971,11/6/2023,49
52972,11/6/2023,396
52973,11/6/2023,262
52974,11/6/2023,6
52975,11/6/2023,325
52976,11/6/2023,72
52977,11/6/2023,39
52978,11/6/2023,337
52979,11/6/2023,54
52980,11/6/2023,415
52981,11/6/2023,69
52982,11/6/2023,356
52983,11/6/2023,135
52984,11/6/2023,175
52985,11/6/2023,274
52986,11/6/2023,264
52987,11/6/2023,270
52988,11/6/2023,286
52989,11/6/2023,341
52990,11/6/2023,299
52991,11/6/2023,173
52992,11/6/2023,286
52993,11/6/2023,70
52994,11/6/2023,40
53001,11/6/2023,140
53002,11/6/2023,26
53003,11/6/2023,193
53004,11/6/2023,25
53006,11/6/2023,15
53007,11/6/2023,168
53008,11/6/2023,297
53010,11/6/2023,68
53012,11/6/2023,394
53014,11/6/2023,289
53016,11/6/2023,20
53017,11/6/2023,128
53018,11/6/2023,144
53021,11/6/2023,58
53022,11/6/2023,326
53029,11/6/2023,207
53030,11/6/2023,39
53035,11/6/2023,291
53036,11/6/2023,56
53041,11/6/2023,106
53042,11/6/2023,406
53043,11/6/2023,43
53044,11/6/2023,399
53045,11/6/2023,206
53046,11/6/2023,358
53047,11/6/2023,47
53048,11/6/2023,432
53049,11/6/2023,296
53050,11/6/2023,142
53061,11/6/2023,264
53062,11/6/2023,407
53063,11/6/2023,195
53064,11/6/2023,112
53065,11/6/2023,13
53066,11/6/2023,287
53067,11/6/2023,245
53068,11/6/2023,321
53069,11/6/2023,233
53070,11/6/2023,237
53073,11/6/2023,47
53074,11/6/2023,234
53131,11/6/2023,114
53132,11/6/2023,28
53135,11/6/2023,60
53136,11/6/2023,27
53137,11/6/2023,308
53138,11/6/2023,414
53139,11/6/2023,324
53140,11/6/2023,330
53152,11/6/2023,159
53153,11/6/2023,254
53154,11/6/2023,334
53155,11/6/2023,48
53156,11/6/2023,111
53172,11/6/2023,184
53173,11/6/2023,309
53174,11/6/2023,146
53175,11/6/2023,317
53177,11/6/2023,86
53178,11/6/2023,330
53179,11/6/2023,125
53180,11/6/2023,149
53181,11/6/2023,129
53203,11/6/2023,5
53204,11/6/2023,119
53205,11/6/2023,317
53206,11/6/2023,53
53207,11/6/2023,308
53208,11/6/2023,185
53213,11/6/2023,5
53214,11/6/2023,127
53215,11/6/2023,76
53216,11/6/2023,463
53217,11/6/2023,56
53218,11/6/2023,25
53219,11/6/2023,358
53220,11/6/2023,27
53227,11/6/2023,9
53228,11/6/2023,231
53229,11/6/2023,35
53230,11/6/2023,109
53231,11/6/2023,141
53232,11/6/2023,36
53321,11/6/2023,218
53322,11/6/2023,174
53323,11/6/2023,344
53324,11/6/2023,272
53325,11/6/2023,91
53326,11/6/2023,137
53327,11/6/2023,244
53328,11/6/2023,155
53333,11/6/2023,103
53334,11/6/2023,67
53335,11/6/2023,353
53336,11/6/2023,177
53337,11/6/2023,258
53338,11/6/2023,237
53339,11/6/2023,52
53340,11/6/2023,12
53341,11/6/2023,374
53342,11/6/2023,291
53343,11/6/2023,234
53344,11/6/2023,161
53345,11/6/2023,327
53346,11/6/2023,19
53347,11/6/2023,352
53348,11/6/2023,300
53349,11/6/2023,370
53350,11/6/2023,297
53351,11/6/2023,36
53352,11/6/2023,304
53358,11/6/2023,188
53359,11/6/2023,278
53360,11/6/2023,380
53361,11/6/2023,157
53362,11/6/2023,287
53363,11/6/2023,355
53364,11/6/2023,341
53401,11/6/2023,412
53402,11/6/2023,3
53403,11/6/2023,128
53404,11/6/2023,419
53405,11/6/2023,212
53406,11/6/2023,434
53411,11/6/2023,57
53412,11/6/2023,432
53415,11/6/2023,11
53416,11/6/2023,229
53417,11/6/2023,354
53418,11/6/2023,335
53421,11/6/2023,20
53422,11/6/2023,31
53423,11/6/2023,126
53424,11/6/2023,110
53425,11/6/2023,111
53426,11/6/2023,99
53427,11/6/2023,83
53428,11/6/2023,361
53429,11/6/2023,161
53430,11/6/2023,266
53431,11/6/2023,239
53432,11/6/2023,145
53441,11/6/2023,13
53442,11/6/2023,249
53443,11/6/2023,183
53444,11/6/2023,330
53445,11/6/2023,92
53446,11/6/2023,189
53447,11/6/2023,204
53448,11/6/2023,259
53449,11/6/2023,159
53450,11/6/2023,209
53474,11/6/2023,220
53481,11/6/2023,324
53482,11/6/2023,18
53483,11/6/2023,298
53484,11/6/2023,338
53485,11/6/2023,161
53487,11/6/2023,274
53490,11/6/2023,146
53491,11/6/2023,35
53492,11/6/2023,334
53493,11/6/2023,227
53494,11/6/2023,413
53511,11/6/2023,195
53512,11/6/2023,265
53513,11/6/2023,95
53514,11/6/2023,292
53517,11/6/2023,76
53518,11/6/2023,232
53519,11/6/2023,62
53520,11/6/2023,35
53521,11/6/2023,233
53522,11/6/2023,399
53547,11/6/2023,343
53548,11/6/2023,57
53551,11/6/2023,165
53552,11/6/2023,93
53553,11/6/2023,273
53554,11/6/2023,85
53567,11/6/2023,84
53601,11/6/2023,49
53602,11/6/2023,151
53603,11/6/2023,326
53604,11/6/2023,134
53607,11/6/2023,186
53608,11/6/2023,15
53609,11/6/2023,177
53610,11/6/2023,396
53611,11/6/2023,25
53612,11/6/2023,295
53613,11/6/2023,30
53614,11/6/2023,225
53615,11/6/2023,379
53616,11/6/2023,341
53623,11/6/2023,230
53624,11/6/2023,303
53625,11/6/2023,237
53626,11/6/2023,266
53627,11/6/2023,338
53628,11/6/2023,131
53629,11/6/2023,312
53630,11/6/2023,281
53631,11/6/2023,317
53632,11/6/2023,191
53641,11/6/2023,197
53642,11/6/2023,313
53643,11/6/2023,321
53644,11/6/2023,63
53645,11/6/2023,65
53646,11/6/2023,90
53647,11/6/2023,104
53648,11/6/2023,431
53653,11/6/2023,68
53654,11/6/2023,175
53659,11/6/2023,266
53660,11/6/2023,225
54001,11/6/2023,151
54002,11/6/2023,361
54003,11/6/2023,169
54004,11/6/2023,343
54005,11/6/2023,233
54006,11/6/2023,287
54007,11/6/2023,374
54008,11/6/2023,192
54009,11/6/2023,280
54011,11/6/2023,165
54012,11/6/2023,266
54013,11/6/2023,221
54014,11/6/2023,427
54015,11/6/2023,203
54016,11/6/2023,400
54018,11/6/2023,75
54021,11/6/2023,5
54022,11/6/2023,209
54023,11/6/2023,185
54024,11/6/2023,84
54031,11/6/2023,142
54032,11/6/2023,391
54033,11/6/2023,268
54034,11/6/2023,388
54035,11/6/2023,166
54036,11/6/2023,219
54037,11/6/2023,389
54038,11/6/2023,236
54039,11/6/2023,3
54040,11/6/2023,67
54041,11/6/2023,17
54042,11/6/2023,324
54043,11/6/2023,288
54044,11/6/2023,7
54045,11/6/2023,362
54046,11/6/2023,134
54047,11/6/2023,54
54048,11/6/2023,284
54049,11/6/2023,94
54050,11/6/2023,79
54051,11/6/2023,211
54052,11/6/2023,32
54053,11/6/2023,253
54054,11/6/2023,68
54055,11/6/2023,161
54056,11/6/2023,407
54057,11/6/2023,15
54058,11/6/2023,44
54059,11/6/2023,68
54060,11/6/2023,240
54071,11/6/2023,359
54072,11/6/2023,197
54075,11/6/2023,327
